source,target,neurosymbolic_score,confidence_label,path_distance,known_positive,ontology_path,explanation
OOPCourseCommunity,Motrain,0.488252028100543,Weak,3,False,OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,"The game element 'Motrain' is recommended for the topic 'OOPCourseCommunity' (neuro-symbolic score: 0.488 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.33, path length: 3). Ontological path: [OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'."
Task_about_Inheritance,Level_Up,0.4880471403670784,Weak,3,False,Task_about_Inheritance --contains(rev)--> Inheritance --contains--> Multi-level_inheritance --containsGameElement--> Level_Up,"The game element 'Level_Up' is recommended for the topic 'Task_about_Inheritance' (neuro-symbolic score: 0.488 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [Task_about_Inheritance --contains(rev)--> Inheritance --contains--> Multi-level_inheritance --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
Level_Up,Tiny_stash,0.4876310674691611,Weak,2,False,Level_Up --containsGameElement(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is recommended for the topic 'Level_Up' (neuro-symbolic score: 0.488 — Moderate confidence, novel). The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.38, path length: 2). Ontological path: [Level_Up --containsGameElement(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
Functions,Level_Up,0.48729791389564997,Weak,3,False,Functions --containsGameElement--> Stash --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Level_Up,"The game element 'Level_Up' is recommended for the topic 'Functions' (neuro-symbolic score: 0.487 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.27, path length: 3). Ontological path: [Functions --containsGameElement--> Stash --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
Buil-in_Data_Types,Stash,0.4846084014514251,Weak,3,False,Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is recommended for the topic 'Buil-in_Data_Types' (neuro-symbolic score: 0.485 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Multi-level_inheritance,Stash,0.48321309786602434,Weak,3,False,Multi-level_inheritance --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is recommended for the topic 'Multi-level_inheritance' (neuro-symbolic score: 0.483 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [Multi-level_inheritance --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Classes_and_Objects,Stash,0.47948147702931154,Weak,3,False,Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is recommended for the topic 'Classes_and_Objects' (neuro-symbolic score: 0.479 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Buil-in_Data_Types,BLockGame,0.4777019221406819,Weak,3,False,Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is recommended for the topic 'Buil-in_Data_Types' (neuro-symbolic score: 0.478 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.29, path length: 3). Ontological path: [Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Graphical_User_Interface,Level_Up,0.4760340050191552,Weak,3,False,Graphical_User_Interface --hasPreLesson--> Polymorphism --contains--> Overloaded_constructors --containsGameElement--> Level_Up,"The game element 'Level_Up' is recommended for the topic 'Graphical_User_Interface' (neuro-symbolic score: 0.476 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [Graphical_User_Interface --hasPreLesson--> Polymorphism --contains--> Overloaded_constructors --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
Class_Methods_and_Constructors,Level_Up,0.47565914834878126,Weak,3,False,Class_Methods_and_Constructors --hasPreLesson(rev)--> Inheritance --contains--> Multi-level_inheritance --containsGameElement--> Level_Up,"The game element 'Level_Up' is recommended for the topic 'Class_Methods_and_Constructors' (neuro-symbolic score: 0.476 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [Class_Methods_and_Constructors --hasPreLesson(rev)--> Inheritance --contains--> Multi-level_inheritance --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
ObjectOrientedProgramming,Stash,0.47218894934962596,Weak,3,False,ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is recommended for the topic 'ObjectOrientedProgramming' (neuro-symbolic score: 0.472 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Classes_and_Objects,Level_Up,0.47201269814980673,Weak,3,False,Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Task_about_Java_Basics --containsGameElement--> Level_Up,"The game element 'Level_Up' is recommended for the topic 'Classes_and_Objects' (neuro-symbolic score: 0.472 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.27, path length: 3). Ontological path: [Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Task_about_Java_Basics --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
GUI_Elements,Level_Up,0.470830756250123,Weak,3,False,GUI_Elements --hasPreResource--> Task_about_Polymorphism --hasPreResource--> Overriding --containsGameElement--> Level_Up,"The game element 'Level_Up' is recommended for the topic 'GUI_Elements' (neuro-symbolic score: 0.471 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [GUI_Elements --hasPreResource--> Task_about_Polymorphism --hasPreResource--> Overriding --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
Functions,Tiny_stash,0.47013825956060573,Weak,3,False,Functions --hasPreResource--> Strings --hasPreResource--> Variables --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is recommended for the topic 'Functions' (neuro-symbolic score: 0.470 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.31, path length: 3). Ontological path: [Functions --hasPreResource--> Strings --hasPreResource--> Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
Classes_and_Objects,BLockGame,0.4693497682471201,Weak,3,False,Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is recommended for the topic 'Classes_and_Objects' (neuro-symbolic score: 0.469 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Task_about_Java_Basics,Tiny_stash,0.4687541214533787,Weak,3,False,Task_about_Java_Basics --containsGameElement--> Level_Up --containsGameElement(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is recommended for the topic 'Task_about_Java_Basics' (neuro-symbolic score: 0.469 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.27, path length: 3). Ontological path: [Task_about_Java_Basics --containsGameElement--> Level_Up --containsGameElement(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
Sara,Level_Up,0.4687113721156021,Weak,3,False,Sara --hasBehaviouralObjective--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is recommended for the topic 'Sara' (neuro-symbolic score: 0.469 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.28, path length: 3). Ontological path: [Sara --hasBehaviouralObjective--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
Classes_and_Objects,Tiny_stash,0.4683988081188599,Weak,3,False,Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is recommended for the topic 'Classes_and_Objects' (neuro-symbolic score: 0.468 — Moderate confidence, novel). The ontology weakly supports this recommendation through 2 intermediate concept(s) (confidence: 0.30, path length: 3). Ontological path: [Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
Access_Modifiers,Level_Up,0.4657416275659655,Weak,4,False,Access_Modifiers --contains(rev)--> Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Task_about_Java_Basics --containsGameElement--> Level_Up,"The game element 'Level_Up' is recommended for the topic 'Access_Modifiers' (neuro-symbolic score: 0.466 — Moderate confidence, novel). The ontology weakly supports this recommendation through 3 intermediate concept(s) (confidence: 0.24, path length: 4). Ontological path: [Access_Modifiers --contains(rev)--> Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Task_about_Java_Basics --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
Packages,Level_Up,0.46574119260731084,Weak,4,False,Packages --contains(rev)--> Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Task_about_Java_Basics --containsGameElement--> Level_Up,"The game element 'Level_Up' is recommended for the topic 'Packages' (neuro-symbolic score: 0.466 — Moderate confidence, novel). The ontology weakly supports this recommendation through 3 intermediate concept(s) (confidence: 0.24, path length: 4). Ontological path: [Packages --contains(rev)--> Classes_and_Objects --hasPreLesson--> Java_Basics --contains--> Task_about_Java_Basics --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
